,marketSegment,name,slug,ticker,totalSupply
990,Cryptocurrency,SF Capital,sf-capital,SFCP,100000000
991,Interoperability,ChainX,chainx,PCX,11238874.7
992,Healthcare,Lympo,lympo,LYM,999999999.017098
993,Platform,Cryptaur,cryptaur,CPT,27662180148.278465
994,Exchange,Birake,birake,BIR,95668141.43862793
995,Trading,Caspian,caspian,CSP,1000000000
996,Other,Function X,function-x,FX,408520357
997,Platform,YEE,yee,YEE,10000000000
998,Blockchain Service,Kleros,kleros,PNK,764626704
999,Cryptocurrency,Ulord,ulord,UT,180193366.302
1000,Smart Contracts,POA Network,poa-network,POA,293692640.60320246
1001,IoT,Thingschain,thingschain,TIC,26000000000
1002,Gaming,CWV Chain,cwv-chain,CWV,10000000000
1003,Platform,Unification,unification,UND,120000000
1004,Real Estate,Propy,propy,PRO,100000000
1005,Platform,HTMLCOIN,html-coin,HTML,80434575000
1006,Blockchain Network,Neurochain,neurochain,NCC,657440000
1007,Entertainment,CyberMusic,cybermusic,CYMT,15500000000
1008,Other,Fivebalance ,fivebalance,FBN,1098280626.7322183
1009,Ethereum,Splyt,splyt,SHOPX,500000000
1010,Stablecoin,TrueUSD,trueusd,TUSD,1220158836.687916
1011,Financial,Smartup,smartup,SMARTUP,5000000000
1012,Blockchain Service,carVertical,carvertical,CV,9835745291.659302
1013,Sports,Rage Fan,rage-fan,RAGE,400000000
1014,Financial,SafePal,safepal,SFP,500000000
1015,Healthcare,Boltt Coin,boltt-coin,BOLTT,170000000
1016,Platform,Dapp Token,dapp-token,DAPPT,5000000000
1017,Cryptocurrency,Bitcoin Cash,bitcoin-cash,BCH,18900193.75
1018,DeFi,MahaDAO,mahadao,MAHA,9997846.07721052
1019,Cryptocurrency,ZClassic,zclassic,ZCL,9287024.33
1020,Other,BoatPilot Token,boat-pilot-token,NAVY,161513803.918
1021,Platform,Qredit,qredit,QRT,721685470
1022,Financial,Pluton,pluton,PLU,20000000
1023,Blockchain Network,UGAS,ugas,UGAS,1000000000
1024,DeFi,IterationSyndicate,iterationsyndicate,ITS,100000
1025,Energy,EFFORCE,efforce,WOZX,1000000000
1026,DeFi,APY.Finance,apy-finance,APY,100000000
1027,Blockchain Network,Quantum Resistant Ledger,quantum-resistant-ledger,QRL,75296568.94890043
1028,Cloud Computing,MassGrid,massgrid,MGD,139594968.222342
1029,Ethereum,Dexter G,dexter-g,DXG,91834502.8781996
1030,Blockchain Service,Apex,apex,CPX,676989090
1031,DeFi,PRIA,pria,PRIA,0
1032,Insurance,InsurePal,insurepal,IPL,300000000
1033,Energy,Power Ledger,power-ledger,POWR,999506122.99937
1034,Smart Contracts,Lisk,lisk,LSK,144818773
1035,Financial,HedgeTrade,hedgetrade,HEDG,1000000000
1036,Metaverse,WEMIX,wemix,WEMIX,1018187200
1037,Blockchain Service,nOS,nos,NOS,330000000
1038,Data,Banyan Network,banyan-network,BBN,1000000000
1039,Gaming,Mossland,moss-coin,MOC,500000000
1040,Data,Bluzelle,bluzelle,BLZ,500000000
1041,Insurance,ShineChain,shinechain,SHE,5000000000
1042,Exchange,CGC Token,cgc-token,CGC,92314325.0
1043,Supply,CargoX,cargox,CXO,215119015.62456924
1044,Masternodes,Oxen,loki,LOKI,55910928
1045,Gaming,Enjin Coin,enjin-coin,ENJ,1000000000
1046,Marketing,Vexanium,vexanium,VEX,1008772305
1047,Other,BitCapitalVendor,bitcapitalvendor,BCV,1200000000
1048,Cryptocurrency,DDKoin,ddkoin,DDK,45000000
1049,Cloud Storage,DADI,dadi,DADI,100000000
1050,Blockchain Network,Credits,credits,CS,249471071.21
1051,Infrastructure,CommerceBlock,commerceblock,CBT,174866686
1052,Gaming,Plair,plair,PLA,100000000000
1053,Financial,Kcash,kcash,KCASH,1000000000
1054,Exchange,Tcash,tcash,TCASH,88000000
1055,Data,OWNDATA ,owndata,OWN,110000000000
1056,Cryptocurrency,Nano,nano,NANO,133248297.197
1057,Cryptocurrency,Flash,flash,FLASH,900000000
1058,Protocol,Hydro Protocol,hydro-protocol,HOT,1560000000
1059,Smart Contracts,EOS,eos,EOS,1039258181.6836
1060,Decentralized Exchange,Loopring,loopring,LRC,1373873440.4424574
1061,Gaming,MobileGo,mobilego,MGO,99996877
1062,Supply,VeChain,vechain,VET,86712634466
1063,Tokenization,Polymath,polymath-network,POLY,1000000000
1064,Lending,Ripio Credit Network,ripio-credit-network,RCN,999942647.353
1065,DeFi,saffron.finance,saffron-finance,SFI,92122.50184922
1066,Cryptocurrency,APR Coin,apr-coin,APR,13917887.88524478
1067,DeFi,BarnBridge,barnbridge,BOND,10000000
1068,Ethereum,OptionRoom,optionroom,ROOM,100000000
1069,Decentralized Exchange,Uniswap,uniswap,UNI,1000000000
1070,Cloud Computing,iExec RLC,rlc,RLC,86999784.9868455
1071,Cryptocurrency,FLO,flo,FLO,152351008.348
1072,Cloud Storage,Storj,storj,STORJ,424999998.00001335
1073,Marketing,HOQU,hoqu,HQX,275854380
1074,DeFi,Umbrella Network,umbrella-network,UMB,498500000
1075,Smart Contracts,Thunder Token,thunder-token,TT,10000000000
1076,Smart Contracts,Moonriver,moonriver,MOVR,10155145
1077,Smart Contracts,Qtum,qtum,QTUM,103895031
1078,Platform,Consensus,consensus,SEN,1762262602.4235
1079,Privacy,Monero,monero,XMR,18014103.58442386
1080,Interoperability,YGGDRASH,yeed,YEED,10000000000
1081,Infrastructure,Orbs,orbs,ORBS,10000000000
1082,Verification,Vetri,vetri,VLD,449848163.6903
1083,Financial,Centauri,centauri,CTX,47879123.3895954
1084,Education,WOLLO,wollo,WLO,674999515
1085,Blockchain Service,DAOstack,daostack,GEN,60000000
1086,Cloud Computing,Flux,zel,FLUX,219120904.7495742
1087,Smart Contracts,Tezos,tezos,XTZ,895813549.589565
1088,Financial,Dether,dether,DTH,100000000
1089,Privacy,Tornado Cash,torn,TORN,10000000
1090,Blockchain Network,Dero,dero,DERO,18400000
1091,Gambling,Fire Lotto,fire-lotto,FLOT,100000000
1092,Financial,Humaniq,humaniq,HMQ,207143695.03559843
1093,Entertainment,ContentBox,contentbox,BOX,3000000000
1094,Financial,Populous,populous,PPT,53252246
1095,Financial,BOX Token,box-token,BOX,100000000
1096,,usdc-b,usdc-b,USDC-B,
1097,Decentralized Exchange,Waves,waves,WAVES,106693384
1098,Verification,Selfkey,selfkey,KEY,5999999954.464072
1099,Exchange,Bilaxy Token,bilaxy-token,BIA,2000000000
1100,Exchange,CoinMetro,coinmetro-token,XCM,326798666.0705
1101,Advertising,AdShares,adshares,ADS,38758206
1102,Financial,Wirex,wirex-token,WXT,10000000000
1103,Prediction Market,Endor,endor-protocol,EDR,1468902335.5060341
1104,Supply,Budbo,budbo,BUBO,200000000
1105,Transportation,DACSEE,dacsee,DACS,3000000000
1106,Financial,Blank Wallet,blank-wallet,BLANK,124999999.99998416
1107,DeFi,Sora Validator Token,sora-validator-token,VAL,405503.04511733
1108,Blockchain Service,Syntropy,noia-network,NOIA,1000000000
1109,Infrastructure,IOST,iostoken,IOST,18099719631
1110,Cloud Computing,Crowd Machine,crowd-machine,CMCT,2000000000
1111,Financial,Puregold.io,puregold-token,PGT,60000000
1112,Data,Scry.info,scryinfo,DDD,1000000000
1113,Decentralized Exchange,BitShares,bitshares,BTS,2994570000
1114,Lending,ZPER,zper,ZPR,1850000000
1115,Financial,DUO Network,duo-network-token,DUO,100000000
1116,NFT,Ecomi,ecomi,OMI,750000000000
1117,Exchange,Digitex,digitex-futures,DGTX,1590000000
1118,Platform,Red Pulse,red-pulse,PHX,3391976087.0243707
1119,Financial,Silverway,silverway,SLV,1000000000
1120,Blockchain Network,QuarkChain,quarkchain,QKC,10000000000
1121,Entertainment,Like,likecoin,LIKE,1065336777.274367
1122,Ethereum,Ruff,ruff,RUFF,1880000000
1123,Decentralized Exchange,Counterparty,counterparty,XCP,2613892
1124,Protocol,AppCoins,appcoins,APPC,244530276.96892607
1125,Blockchain Network,Usechain Token,usechain-token,USE,20000000000
1126,DeFi,Ampleforth,ampleforth,AMPL,354699598.13673884
1127,Data,Wibson,wibson,WIB,9000000000
1128,Ethereum,Vulcan Forged PYR,vulcan-forged-pyr,PYR,50000000
1129,Cryptocurrency,White Standard,white-standard,WSD,439402
1130,Platform,Genaro Network,genaro-network,GNX,650000000
1131,Blockchain Network,Vega Protocol,vegaprotocol,VEGA,64999723
1132,Platform,QunQun,qunqun,QUN,1557000000
1133,Ethereum,SolarCoin,solarcoin,SLR,98035260984.55385
1134,AI,TranslateMe Network Token,translateme-network-token,TMN,300000000
1135,Cryptocurrency,Bitcoin,bitcoin,BTC,18872887
1136,Cryptocurrency,BHPCoin,bhp-coin,BHP,52881277.67
1137,Financial,MASTERNET,masternet,MASH,200000000
1138,Blockchain Network,Aergo,aergo,AERGO,500000000
1139,,tBTC,tbtc,TBTC,
1140,Trading,Swapfolio,swapfolio,SWFL,0
1141,Ethereum,Raiden Network Token,raiden-network-token,RDN,99999999.99999996
1142,Marketplace,BLOCKv,blockv,VEE,3646271241.2002554
1143,Cryptocurrency,Arionum,arionum,ARO,545399000
1144,Ethereum,adbank,adbank,ADB,1000000000
1145,Education,ODEM,odem,ODE,268946131
1146,Cryptocurrency,Feathercoin,feathercoin,FTC,336000000
1147,Blockchain Service,Open Platform,open-platform,OPEN,1745447045
1148,Entertainment,Viberate,viberate,VIB,200000000
1149,Ethereum,Devery,devery,EVE,99998697
1150,Decentralized Exchange,Switcheo,switcheo,SWTH,1702897942.290443
1151,Protocol,Offshift,offshift,XFT,10000000
1152,DeFi,Stone DeFi,stone,STN,0
1153,Social,Cryptrust,cryptrust,CTRT,8966516683.735167
1154,Financial,Zerobank,zerobank,ZB,1600000000
1155,,3DCoin,3dcoin,3DC,76477814
1156,Advertising,TouchCon,touchcon,TOC,250000000
1157,Blockchain Network,Hero Node,heronode,HER,2000000000
1158,Ethereum,Tokenbox,tokenbox,TBX,16051589.78269311
1159,Protocol,Essentia,essentia,ESS,1755313373
1160,Media,Factom,factom,FCT,10120685.94081181
1161,Trading,NaPoleonX,napoleonx,NPX,29800000
1162,Exchange,Finxflo,finxflo,FXF,150000000
1163,Other,PolySwarm,polyswarm,NCT,1885913075.8515422
1164,Blockchain Network,Egretia,egretia,EGT,8000000000
1165,Blockchain Service,VINChain,vinchain,VIN,840108901
1166,Ethereum,DAO Maker,dao-maker,DAO,274989749.67472255
1167,Gambling,TGAME,tgame,TGAME,101945017
1168,Media,AIOZ Network,aioz-network,AIOZ,1000000000
1169,Data,Dock,dock,DOCK,865008610.214476
1170,Exchange,Niobium Coin,niobium-coin,NBC,102289706.27784455
1171,Financial,Jibrel Network,jibrel-network,JNT,200000000
1172,Blockchain Network,XinFin,xinfin-network,XDC,37705012698.75
1173,DeFi,Deri Protocol,deri-protocol,DERI,412282435.592577
1174,Financial,Bread,bread,BRD,88862718
1175,E-Commerce,ARAW,araw,ARAW,4665366360
1176,Financial,Amon,amon,AMN,1209963685.36
1177,Financial,Litex,litex,LXT,2000000000
1178,Data,Neurotoken,neurotoken,NTK,99987499.9
1179,Financial,Morpheus Network,morpheus-network,MRPH,47897218
1180,Energy,Restart Energy MWAT,restart-energy-mwat,MWAT,500000000
1181,Ethereum,UnlimitedIP,unlimitedip,UIP,2839985525.01
1182,Blockchain Network,High Performance Blockchain,high-performance-blockchain,HPB,101119949.75
1183,Other,MEET.ONE,meetone,MEETONE,10000000000
1184,Financial,CoinFi,coinfi,COFI,300000000
1185,DeFi,Whiteheart,whiteheart,WHITE,8888
1186,Platform,Fabric Token,fabric-token,FT,43593614.8928
1187,Media,Everipedia,everipedia,IQ,10021453884.929
1188,Other,Einsteinium,einsteinium,EMC2,222127854.49999973
1189,Other,BitKan,bitkan,KAN,10000000000
1190,Media,Engagement Token,engagement-token,ENGT,1000000000
1191,Blockchain Service,Hifi Finance,mainframe,MFT,10000000000
1192,Platform,Naviaddress,naviaddress,NAVI,1000000000
1193,Marketplace,Tripio,tripio,TRIO,5000000000
1194,Media,adToken,adtoken,ADT,1000000000
1195,Trading,Own,own,CHX,168956522.093084
1196,Blockchain Service,SyncFab,syncfab,MFG,868459135.7414333
1197,AI,ORS Group,ors-group,ORS,557670519.646
1198,Gambling,Origin Sport,origin-sport,ORS,300000000
1199,Blockchain Network,Nuls,nuls,NULS,111697638.27680597
1200,Cloud Storage,EncrypGen,encrypgen,DNA,70938084.47283192
1201,Prediction Market,Prosper,prosper,PROS,100000000
1202,Communication Network,RightMesh,rightmesh,RMESH,129498559
1203,Cryptocurrency,Mooncoin,mooncoin,MOON,227490931369.9521
1204,Financial,Everex,everex,EVX,25000000
1205,Energy,Electronic Energy Coin,electronic-energy-coin,E2C,974959068.9834718
1206,Other,Mobius,mobius,MOBI,888000000
1207,Infrastructure,Litentry,litentry,LIT,100000000
1208,Financial,Gifto,gifto,GTO,1000000000
1209,Tokenization,Bankex,bankex,BKX,400000000
1210,Blockchain Service,Rate3 Network,rate3,RTE,1000000000
1211,,Matrix AI Network,matrix-ai-network,MAN,647450055.959024
1212,Financial,Monetha,monetha,MTH,402400000
1213,Data,ChainLink,chainlink,LINK,1000000000
1214,Financial,Wings,wings,WINGS,100000000
1215,Trading,Arbidex,arbidex,ABX,25000000
1216,Protocol,SmartMesh,smartmesh,SMT,3141592653
1217,Stablecoin,NuBits,nubits,USNBT,70510851.3915
1218,Cloud Computing,aelf,aelf,ELF,879999999.9864658
1219,Virtual Reality,Decentraland,decentraland,MANA,2194003427.320146
1220,Other,RED,red,RED,200000000
1221,Investments,DRP Utility,drp-utility,DRPU,3530372.73
1222,DeFi,Axion,axion,AXN,156630345427
1223,Healthcare,GreenMed,greenmed,GRMD,14899993
1224,Platform,Status,status,SNT,6804870174
1225,Infrastructure,V Systems,v-systems,VSYS,4339688575
1226,IoT,Ubique Chain Of Things,ubique-chain-of-things,UCT,1050000000
1227,Trading,Peculium,peculium,PCL,2205023208.2890034
1228,Exchange,CapdaxToken,capdaxtoken,XCD,2500000000
1229,DeFi,Dharma,dharma,DHA,
1230,Stablecoin,Empty Set Dollar,empty-set-dollar,ESD,446012144.97595006
1231,Transportation,Carlive Chain,carlive-chain,IOV,10000000000
1232,Financial,Cindicator,cindicator,CND,2000000004.6079144
1233,Stablecoin,STASIS EURS,stasis-euro,EURS,89225940
1234,Platform,BOScoin,boscoin,BOS,1248426475
1235,Platform,Universa,universa,UTNP,4997891952
1236,Blockchain Service,AMLT Token,amlt,AMLT,400000000
1237,Marketing,Sharpay,sharpay,S,4000000000
1238,DeFi,Rai Reflex Index,rai,RAI,32667093.18752134
1239,Decentralized Exchange,dYdX,dydx,DYDX,1000000000
1240,Blockchain Network,0chain,0chain,ZCN,200000000
1241,Exchange,nDEX,ndex,NDEX,15000000000
1242,Entertainment,YouLive Coin,youlive-coin,UC,10000000000
1243,Social,Indorse Token,indorse-token,IND,170622046.999999
1244,Advertising,Basic Attention Token,basic-attention-token,BAT,1500000000
1245,Virtual Reality,SENSO,senso,SENSO,1715280000
1246,Platform,Aditus,aditus,ADI,750000000
1247,Cryptocurrency,Maincoin,maincoin,MNC,374000000
1248,Privacy,Bulwark,bulwark,BWK,15237644.1329747
1249,Exchange,Bitpanda,bitpanda-ecosystem-token,BEST,827341460.9
1250,IoT,ThingsOperatingSystem,thingsoperatingsystem,TOS,1000000000
1251,Other,TokenClub,tokenclub,TCT,995239500
1252,Energy,WePower,wepower,WPR,745248183.0967742
1253,Financial,Swarm,swarm-fund,SWM,99535052.4739791
1254,Interoperability,Quant,quant,QNT,14612493.080826
1255,Cryptocurrency,Stakinglab,stakinglab,LABX,4042772.32214405
1256,Ethereum,B20,b20,B20,10000000
1257,Cryptocurrency,TENT,tent,TENT,38741780
1258,DeFi,SuperFarm,superfarm,SUPER,999998077.4169173
1259,Exchange,Toko Token,tokocrypto,TKO,500000000
1260,Protocol,Persistence,persistence,XPRT,120503989.404611
1261,Healthcare,Dentacoin,dentacoin,DCN,7899848965678
1262,Cloud Computing,SONM,sonm,SNM,444000000
1263,IoT,IoT Chain,iot-chain,ITC,99999999
1264,Entertainment,BORA,bora,BORA,1205750000
1265,DeFi,Rari Governance Token,rari-governance-token,RGT,12500000
1266,Financial,Atomic Wallet Coin,atomic-wallet-coin,AWC,100000000
1267,Entertainment,TokenStars,tokenstars,TEAM,17818682.1654
1268,Financial,PlatonCoin,platoncoin,PLTC,300000000
1269,Platform,Neblio,neblio,NEBL,18631441.74207346
1270,Other,Master Contract Token,master-contract-token,MCT,580000000
1271,,PolygonMatic,p-matic-network,p-matic-network,10000000000
1272,,stETH (Lido),steth,STETH,1470415.81176918
1273,,Wrapped BNB,wbnb,WBNB,5343129.12991902
1274,Other,Incodium,incodium,INCO,10000000000
1275,Cryptocurrency,HelloGold,hellogold,HGT,1000000000
1276,Marketplace,Privatix,privatix,PRIX,1275455.31177803
1277,Entertainment,Muzika,muzika,MZK,1000000000
1278,Decentralized Exchange,ZKSwap,zkswap,ZKS,1000000000
1279,Exchange,Tokenomy,tokenomy,TEN,200000000
1280,Marketing,1World,1world,1WO,37219452.96
1281,Blockchain Network,Hathor,hathor,HTR,870634880
1282,Cryptocurrency,Helium ,helium,HNT,223000000
1283,Cryptocurrency,SnowGem,snowgem,XSG,30907160
1284,Data,PikcioChain,pikciochain,PKC,83927273
1285,Insurance,IXT,ixledger,IXT,65778843.83119764
1286,Financial,SureRemit,sureremit,RMT,744298152
1287,,Nestree,nestree,EGG,2994901340
1288,Other,ValueCyberToken,valuecybertoken,VCT,1000000000
1289,Other,FansTime,fanstime,FTI,10000000000
1290,Lending,UniLend,unilend,UFT,100000000
1291,E-Commerce,Pundi X,pundi-x,NPXS,258498693019.07
1292,Other,Traceability Chain,traceability-chain,TAC,1000000000
1293,DeFi,Goose Finance,goose-finance,EGG,1867616.50450207
1294,Ethereum,NFTX,nftx,NFTX,650000
1295,,Venus BNB,venus-bnb,vBNB,84327095
1296,Cryptocurrency,Boolberry,boolberry,BBR,13207453.542509
1297,Platform,Achain,achain,ACT,1000000000
1298,Gambling,DecentBet,decent-bet,DBET,188632973.02179232
1299,Privacy,CloakCoin,cloakcoin,CLOAK,5723125.08833135
1300,Gaming,IQeon,iqeon,IQN,5491860.1987553
1301,Binance,Agora,agora,VOTE,1000000000
1302,Cryptocurrency,eCash,ecash,XEC,18896760923313
1303,Financial,FintruX Network,fintrux-network,FTX,100000000
1304,Financial,Banca,banca,BANCA,20000000000
1305,Blockchain Network,UChain,uchain,UCN,823600646.899701
1306,,The Tokenized Bitcoin,the-tokenized-bitcoin,imBTC,21000000
1307,Platform,Mithril,mithril,MITH,1000000000
1308,Financial,Voyager Token,ethos,VGX,278482214.1856918
1309,Financial,DAOventures,daoventures,DVG,15070000
1310,Blockchain Network,Conflux Network,conflux-network,CFX,1145039308.154921
1311,IoT,IOTA,iota,MIOTA,2779530283
1312,Entertainment,YOYOW,yoyow,YOYOW,1054046996.25004
1313,Platform,Bitnation,bitnation,XPAT,42000000000
1314,Advertising,Thrive,thrive-token,THRT,202027489.6
1315,Cryptocurrency,Global Currency Reserve,global-currency-reserve,GCR,107024221.63874947
1316,Media,NewsToken,newstoken,NEWOS,10000000000
1317,Tokenization,ZrCoin,zrcoin,ZRC,4988893
1318,Investments,PHI Token,phi-token,PHI,13578190.26911044
1319,IoT,IoTeX,iotex,IOTX,9626124332.32
1320,,Synth sBTC,sbtc,SBTC,512.53
1321,Stablecoin,One Cash,one-cash,ONC,7407
1322,Stablecoin,Midas Dollar,midas-dollar,MDO,160119
1323,Trading,Kattana,kattana,KTN,10000000
1324,Financial,Blox,blox,CDT,1000000000
1325,Network,Mysterium,mysterium,MYST,32433365
1326,Cryptocurrency,Rapids,rapids,RPD,16719886.01
1327,Protocol,Enigma,enigma,ENG,35238560.94940967
1328,Real Estate,ATLANT,atlant,ATL,54175040.67775495
1329,Decentralized Exchange,CafeSwap Token,cafeswap-token,BREW,8205752.86712744
1330,Other,Diamond Platform Token,diamond-platform-token,DPT,10000000
1331,Financial,Custody Token,custody-token,CUST,10000000000
1332,DeFi,Structured,structured,STR,
1333,,Egoras,egoras,EGR,99097732541.23735
1334,,Huobi BTC,huobi-btc,HBTC,39884.08220474
1335,Blockchain Network,Nervos Network,nervos-network,CKB,34443034594.53061
1336,Prediction Market,Bispex,bispex,BPX,40000000000
1337,Cloud Computing,Golem,golem-network-tokens,GLM,1000000000
1338,Advertising,yOUcash,youcash,YOUC,11000000000
1339,Platform,Vesper,vesper,VSP,10000000
1340,DeFi,DEX.AG,dex-ag,DXG,
1341,Other,Ormeus Ecosystem,ormeus-ecosystem,ECO,5000000000
1342,Decentralized Exchange,Mdex,mdex,MDX,1000000000
1343,Other,Vinci,vinci,VINCI,300000000
1344,AI,Cortex,cortex,CTXC,299792458
1345,Trading,CAPITAL X CELL,capital-x-cell,CXC,400552000
1346,Other,FirmaChain,firmachain,FCT,600000000
1347,Privacy,suterusu,suterusu,SUTER,10000000000
1348,Financial,EXMR,exmr,EXMR,18003524.6541
1349,DeFi,LocalCryptos ,localcryptos,LCR,
1350,Protocol,HOPR,hopr,HOPR,130200000
1351,Lending,Liquity,liquity,LQTY,100000000
1352,Stablecoin,Single Collateral DAI,dai,SAI,6660106.02362148
1353,Decentralized Exchange,DeFiChain,defichain,DFI,588631840
1354,Stablecoin,Multi-collateral DAI,multi-collateral-dai,DAI,6474952202.474523
1355,Marketplace,ShareToken,sharetoken,SHR,6434460139.8
1356,Marketplace,Safex Token,safex-token,SFT,1885974016
1357,Decentralized Exchange,ParaSwap,paraswap,PSW,
1358,Trading,Blockium,blockium,BOK,650000000
1359,DeFi,Connext,connext,CNX,
1360,Ethereum,Chi Gastoken,chi-gastoken,CHI,1155019
1361,Ethereum,LIFE,life,LIFE,99999999999.99998
1362,Real Estate,Fortem Capital,fortem-capital,FCQ,210000000
1363,Exchange,ZB Token,zb,ZB,2100000000
1364,,pTokens BTC,ptokens-btc,PBTC,21000000
1365,Cryptocurrency,Ripple,ripple,XRP,99990145360
1366,Platform,Nord Finance,nord-finance,NORD,9800000
1367,Decentralized Exchange,Aphelion,aphelion,APH,70188440
1368,Bitcoin,BTCPay,btcpay,BCP,
1369,Exchange,VNX Exchange,vnx-exchange,VNXLU,80000000
1370,Interoperability,Fusion,fusion,FSN,70115166.42307134
1371,Data,MVL,mvl,MVL,30000000000
1372,Blockchain Service,Zebi,zebi,ZCO,450099286.73634
1373,Cloud Storage,Filenet,filenet,FN,0
1374,Solana,Star Atlas,star-atlas,ATLAS,36000000000
1375,Platform,Medium,medium,MDM,1000000000
1376,DeFi,Lendf,lendf,LFM,
1377,DeFi,Sablier,sablier,SAB,
1378,DeFi,Bao Finance,bao-finance,BAO,560270974250
1379,Privacy,Aidos Kuneen,aidos-kuneen,ADK,25000000
1380,Social,Rally,rally,RLY,15000000000
1381,Interoperability,Kusama,kusama,KSM,9651217.45126206
1382,Investments,CoTrader,cotrader,COT,20000000000
1383,Solana,Star Atlas DAO,star-atlas-polis,POLIS,360000000
1384,Other,Mogu,mogu,MOGX,1000000000
1385,DeFi,Portis,portis,PRT,
1386,DeFi,Alchemix,alchemix,ALCX,1090701.75151698
1387,DeFi,Komet,komet,KOMET,30000
1388,Cloud Computing,CONUN,conun,CON,5000000000
1389,Fund,Xdef Finance,xdef-finance,XDEF2,17000000
1390,Ethereum,Rakon,rakon,RKN,285714286
1391,Cryptocurrency,NPCoin,npcoin,NPC,150000000
1392,Gambling,BetProtocol,betprotocol,BEPRO,10000000000
1393,Network,Orchid,orchid,OXT,1000000000
1394,Financial,KickToken,kickico,KICK,1251233467898.1963
1395,Decentralized Exchange,Sparkswap,sparkswap,SPR,
1396,Smart Contracts,RSK,rsk,RSK,
1397,Financial,UltrAlpha,ultralpha,UAT,500000000
1398,DeFi,Unistake,unistake,UNISTAKE,279999999.9998125
1399,Other,Davion,davion,DAVP,42000000
1400,Cryptocurrency,Zynecoin,zynecoin,ZYN,92556125
1401,Exchange,Coinsbit Token,coinsbit-toke,CNB,1350000000
1402,Cryptocurrency,Enzo,enzo,NZO,21000000000
1403,Exchange,ZBG Token,zbg-token,ZT,500000000
1404,Stablecoin,dForce USDx,usdx-stablecoin,USDX,7079558.7412
1405,,San Index,sanx,SANX,
1406,Blockchain Network,Tachyon Protocol,tachyon-protocol,IPX,1000000000
1407,IoT,INT Chain,internet-node-token,INT,901948162.6726475
1408,IoT,ROAD,road,ROAD,2000000000
1409,Lending,Multiplier,bmultiplier,BMXX,1047729.586219
1410,Decentralized Exchange,Tokenlon Network Token,tokenlon-network-token,LON,112853981.36095117
1411,,Complete New Commerce Chain,complete-new-commerce-chain,CNCC,
1412,Ethereum,Immutable X,immutable-x,IMX,2000000000
1413,Travel,Travala,travala,AVA,61011389
1414,DeFi,AntiMatter,antimatter,MATTER,100000000
1415,Media,Audius,audius,AUDIO,1061025641
1416,DeFi,One Share,one-share,ONS,100001
1417,Blockchain Network,Ethereum Push Notification Service,epns,PUSH,100000000
1418,Financial,The Transfer Token,the-transfer-token,TTT,2000000000
1419,Data,Revolution Populi,revolution-populi,RVP,2000000000
1420,Exchange,NOW Token,now-token,NOW,199763509.8661694
1421,Other,Orient Walt,orient-walt,HTDF,96000000
1422,DeFi,Bounce Token,bounce,AUCTION,2083955.597602
1423,Financial,3X Short Bitcoin Token,3x-short-bitcoin-token,BEAR,178313.91665
1424,Blockchain Network,LUKSO,lukso,LYXe,100000000
1425,Protocol,Ethereum Name Service,ethereum-name-service,ENS,100000000
1426,DeFi,Visor.Finance,visor-finance,VISR,100000000
1427,Financial,3X Long Bitcoin Token,3x-long-bitcoin-token,BULL,454.930863
1428,Stablecoin,Neutrino USD,neutrino-dollar,USDN,572657012.6529968
1429,Data,BitTorrent,bittorrent,BTT,990000000000
1430,Trading,TROY,troy,TROY,10000000000
1431,Marketing,Nexalt,nexalt,XLT,30479581.18373158
1432,Stablecoin,Tether Gold,tether-gold,XAUT,3990.225
1433,Platform,DATA,data,DTA,11500000000
1434,Decentralized Exchange,Curve DAO Token,curve,CRV,1618756965.7925403
1435,Financial,MATH,math,MATH,200000000
1436,Media,Keystone of Opportunity & Knowledge,keystone-of-opportunity-knowledge,KOK,5000000000
1437,Exchange,WazirX,wazirx,WRX,972280002
1438,Other,ARCS,arcs,ARX,400000000
1439,Data,Big Data Protocol,big-data-protocol,BDP,64923252.85185185
1440,DeFi,Lock,lock,LOCK,
1441,DeFi,Idle,idle,IDL,
1442,DeFi,Torque,torque,TRQ,
1443,DeFi,Inverse Finance,inverse-finance,INV,0
1444,Ethereum,K21,k21,K21,21000000
1445,,Hydro,hydro,HYDRO,111111110.9
1446,Blockchain Network,Orbit Chain,orbit-chain,ORC,988024189.5689998
1447,Blockchain Service,RChain,rchain,RHOC,870663574
1448,DeFi,pTokens,ptokens,PTK,
1449,Ethereum,Hoge Finance,hoge-finance,HOGE,402978162399
1450,DeFi,HyperDAO,hyperdao,HDAO,
1451,Other,WETH,weth,WETH,1153916.966737
1452,Platform,apM Coin,apm-coin,APM,1812500000
1453,DeFi,Mars,mars,Mars,0
1454,Blockchain Service,Handshake,handshake,HNS,439008557.161695
1455,Stablecoin,Frax,frax,Frax,946324681.9078814
1456,Tokenization,Perth Mint Gold Token,perth-mint-gold-token,PMGT,915.8274
1457,Platform,Keep3rV1,keep3rv1,KP3R,200001
1458,Infrastructure,RSK Infrastructure Framework,rif-token,RIF,1000000000
1459,Gaming,Alien Worlds,alien-worlds,TLM,5189345239.4728
1460,,Incognito,incognito,PRV,
1461,Protocol,TTC,ttc-protocol,TTC,866531275.933
1462,Tokenization,Standard Tokenization Protocol,stpt,STPT,1942420283.027067
1463,Other,Observer,observer,OBSR,14000000000
1464,,sXAU,sxau,sXAU,
1465,Lending,Cred,libra-credit,LBA,1000000000
